title,car_model_name,car_color,car_mileage,location,date,price
تويوتا كورولا 2015,كورولا,أسود,"155,000 كم",6 أكتوبر,2024-05-13,"720,000 جنيه"
تويوتا هايلكس 2008,هايلكس,أبيض,"370,000 كم",المنوفية,2024-05-13,"550,000 جنيه"
تويوتا اوريس 2014,اوريس,أزرق,"206,000 كم",العبور,2024-05-13,"600,000 جنيه"
تويوتا فورتشنر 2019,فورتشنر,أسود,"111,000 كم",6 أكتوبر,2024-05-13,"2,600,000 جنيه"
تويوتا كورولا 1999,كورولا,أبيض,"100,000 كم",القاهرة,2024-05-13,"270,000 جنيه"
تويوتا كورولا 2021,كورولا,أسود,"75,000 كم",المهندسين,2024-05-13,"960,000 جنيه"
تويوتا كورولا 2023,كورولا,أبيض,"80,000 كم",الإسكندرية,2024-05-13,"1,510,000 جنيه"
تويوتا كورولا 1999,كورولا,أزرق,"160,000 كم",القاهرة,2024-05-13,"305,000 جنيه"
تويوتا كورولا 2015,كورولا,احمر,"200,000 كم",حدائق الاهرام,2024-05-13,"720,000 جنيه"
تويوتا فورتشنر 2013,فورتشنر,احمر,"250,000 كم",مصر الجديدة,2024-05-13,"1,800,000 جنيه"
تويوتا كورولا 2024,كورولا,سماوى,0 كم,الإسكندرية,2024-05-12,"1,500,000 جنيه"
تويوتا C-HR 2021,C-HR,أسود,"92,000 كم",التجمع - القاهرة الجديدة,2024-05-12,"1,350,000 جنيه"
تويوتا كورولا 2008,كورولا,فضي,"360,000 كم",المقطم,2024-05-12,"520,000 جنيه"
تويوتا كورولا 2021,كورولا,بترولي,"99,000 كم",العبور,2024-05-12,"950,000 جنيه"
تويوتا ياريس 2015,ياريس,فضي,"68,000 كم",طنطا,2024-05-12,"730,000 جنيه"
تويوتا كرسيدا 1982,كرسيدا,فضي,"100,000 كم",الجيزة,2024-05-12,"75,000 جنيه"
تويوتا كورولا 2022,كورولا,فضي,"54,000 كم",أبو حمص,2024-05-12,"1,100,000 جنيه"
تويوتا كورولا 2019,كورولا,فضي,"116,000 كم",6 أكتوبر,2024-05-12,"915,000 جنيه"
تويوتا كورولا 2021,كورولا,أسود,"41,000 كم",منيا القمح,2024-05-12,"1,150,000 جنيه"
تويوتا كورولا 2007,كورولا,سماوى,"280,000 كم",المعادى,2024-05-12,"600,000 جنيه"
تويوتا بيلتا 2022,بيلتا,رمادي,"22,000 كم",6 أكتوبر,2024-05-12,"870,000 جنيه"
تويوتا فورتشنر 2019,فورتشنر,باذنجاني,"89,000 كم",6 أكتوبر,2024-05-12,"3,100,000 جنيه"
تويوتا كورولا 2021,كورولا,الأزرق الداكن,"166,000 كم",مصر الجديدة,2024-05-12,"850,000 جنيه"
تويوتا C-HR 2023,C-HR,أبيض,"13,000 كم",مدينتى,2024-05-12,"1,650,000 جنيه"
تويوتا كورولا 2022,كورولا,فضي,- كم,مصر الجديدة,2024-05-12,"1,250,000 جنيه"
تويوتا كورولا 1994,كورولا,احمر,"240,000 كم",سوهاج,2024-05-12,"170,000 جنيه"
تويوتا ياريس 2019,ياريس,أبيض,"142,000 كم",الجيزة,2024-05-12,"650,000 جنيه"
تويوتا كورولا 2004,كورولا,أسود,"250,000 كم",الإسكندرية,2024-05-12,"450,000 جنيه"
تويوتا رش 2023,رش,أبيض,"13,000 كم",القاهرة,2024-05-12,"1,800,000 جنيه"
تويوتا كورولا 2018,كورولا,أبيض,"160,000 كم",حلوان,2024-05-12,"750,000 جنيه"
تويوتا كورولا 2022,كورولا,الأزرق الداكن,"53,000 كم",التجمع - القاهرة الجديدة,2024-05-12,"1,200,000 جنيه"
تويوتا افانزا 2016,افانزا,أبيض,"200,000 كم",الدقهلية,2024-05-11,"770,000 جنيه"
تويوتا كورولا 2021,كورولا,أسود,"270,000 كم",السويس‎,2024-05-11,"1,250,000 جنيه"
تويوتا كورولا 2022,كورولا,سماوى,"46,000 كم",القاهرة,2024-05-11,"1,100,000 جنيه"
تويوتا ياريس 2021,ياريس,فضي,"20,000 كم",الإسكندرية,2024-05-11,"970,000 جنيه"
تويوتا كورولا 2009,كورولا,أسود,"283,000 كم",البحيرة,2024-05-11,"570,000 جنيه"
تويوتا فورتشنر 2017,فورتشنر,ذهبي,"46,000 كم",6 أكتوبر,2024-05-11,"2,300,000 جنيه"
تويوتا كورولا 2019,كورولا,احمر,"215,000 كم",6 أكتوبر,2024-05-11,"900,000 جنيه"
تويوتا كورولا 2020,كورولا,أبيض,"92,000 كم",القاهرة,2024-05-11,"925,000 جنيه"
تويوتا كورولا 2013,كورولا,أسود,"350,000 كم",العبور,2024-05-11,"645,000 جنيه"
تويوتا فورتشنر 2016,فورتشنر,أسود,"120,000 كم",المعادى,2024-05-11,"2,100,000 جنيه"
تويوتا كورولا 1999,كورولا,احمر غامق,"200,000 كم",كفر الشيخ,2024-05-11,"220,000 جنيه"
تويوتا كورولا 1997,كورولا,ذهبي,"350,000 كم",6 أكتوبر,2024-05-11,"225,000 جنيه"
تويوتا هايلكس 2021,هايلكس,أبيض,"40,000 كم",القاهرة,2024-05-11,"1,470,000 جنيه"
تويوتا كورولا 2014,كورولا,أبيض,"49,000 كم",المنصورة,2024-05-11,"820,000 جنيه"
تويوتا كورولا 2015,كورولا,أبيض,- كم,أسيوط,2024-05-11,"850,000 جنيه"
تويوتا كورولا 2013,كورولا,أبيض,"180,000 كم",التجمع - القاهرة الجديدة,2024-05-11,"550,000 جنيه"
تويوتا كورولا 2003,كورولا,الأزرق الداكن,"200,000 كم",أبو كبير,2024-05-11,"420,000 جنيه"
تويوتا كورولا 2022,كورولا,احمر,"27,450 كم",القاهرة,2024-05-10,"1,250,000 جنيه"
تويوتا ياريس 2008,ياريس,فضي,"180,000 كم",التجمع - القاهرة الجديدة,2024-05-10,"420,000 جنيه"
تويوتا بيلتا 2022,بيلتا,أسود,"47,000 كم",التجمع - القاهرة الجديدة,2024-05-10,"800,000 جنيه"
تويوتا ايكو 2000,ايكو,الأزرق الداكن,"15,000 كم",القاهرة,2024-05-10,"300,000 جنيه"
تويوتا كورولا 2004,كورولا,ذهبي,"380,000 كم",الإسماعيلية,2024-05-10,"400,000 جنيه"
تويوتا كورولا 2006,كورولا,أبيض,"186,000 كم",مدينة نصر,2024-05-10,"580,000 جنيه"
تويوتا ياريس 2007,ياريس,احمر,"270,000 كم",الشروق,2024-05-10,"375,000 جنيه"
تويوتا كورولا 2000,كورولا,أزرق,"196,358 كم",المرج,2024-05-10,"340,000 جنيه"
تويوتا كورولا 2022,كورولا,سماوى,"64,000 كم",القاهرة,2024-05-10,"1,290,000 جنيه"
تويوتا كورولا 1996,كورولا,زيتوني,- كم,ديرب نجم,2024-05-10,"240,000 جنيه"
تويوتا كورولا 2002,كورولا,أسود,"300,000 كم",فاقوس,2024-05-10,"390,000 جنيه"
تويوتا كورولا 2008,كورولا,فضي,"156,000 كم",سوهاج,2024-05-10,"630,000 جنيه"
تويوتا رش 2020,رش,أسود,"80,000 كم",القاهرة,2024-05-10,"1,250,000 جنيه"
تويوتا كورولا 1995,كورولا,احمر غامق,"119,000 كم",القاهرة,2024-05-10,"300,000 جنيه"
تويوتا كورولا 2021,كورولا,احمر,"65,000 كم",القاهرة,2024-05-10,"1,040,000 جنيه"
تويوتا كورولا 2022,كورولا,فيراني,"80,000 كم",القناطر الخيرية,2024-05-10,"1,050,000 جنيه"
تويوتا كورولا 2021,كورولا,فضي,"47,000 كم",6 أكتوبر,2024-05-10,"1,100,000 جنيه"
تويوتا كورولا 2004,كورولا,أسود,"252,000 كم",الإسكندرية,2024-05-10,"425,000 جنيه"
تويوتا كورولا كروس 2009,كورولا كروس,فضي,"380,000 كم",المعادى,2024-05-09,"600,000 جنيه"
تويوتا رش 2019,رش,باذنجاني,"28,900 كم",كفر الشيخ,2024-05-09,"1,300,000 جنيه"
تويوتا ياريس 2007,ياريس,الأزرق الداكن,"190,000 كم",التجمع - القاهرة الجديدة,2024-05-09,"400,000 جنيه"
تويوتا فورتشنر 2024,فورتشنر,أبيض,20 كم,الإسكندرية,2024-05-09,"4,050,000 جنيه"
تويوتا كورولا 2007,كورولا,أبيض,"190,000 كم",كفر الشيخ,2024-05-09,"550,000 جنيه"
تويوتا كورولا 2024,كورولا,الأزرق الداكن,10 كم,الإسكندرية,2024-05-09,"1,390,000 جنيه"
تويوتا كوستر 2018,كوستر,أبيض,"190,000 كم",القاهرة,2024-05-09,"2,600,000 جنيه"
تويوتا كورولا 2013,كورولا,أبيض,"270,000 كم",المحلة,2024-05-09,"600,000 جنيه"
تويوتا كورولا 2020,كورولا,أبيض,"100,000 كم",6 أكتوبر,2024-05-09,"990,000 جنيه"
تويوتا كورولا 2006,كورولا,فضي,"128,000 كم",حدائق الاهرام,2024-05-09,"550,000 جنيه"
تويوتا كورولا 2006,كورولا,فضي,"200,000 كم",القاهرة,2024-05-09,"560,000 جنيه"
تويوتا كورولا 2005,كورولا,أسود,"182,000 كم",الإسكندرية,2024-05-09,"680,000 جنيه"
تويوتا فيلوز 2023,فيلوز,فضي,"23,000 كم",الشروق,2024-05-09,"1,250,000 جنيه"
تويوتا كورولا 2021,كورولا,بترولي,"80,000 كم",مدينتى,2024-05-06,"1,600,000 جنيه"
تويوتا ياريس 2015,ياريس,ذهبي,"106,000 كم",الإسكندرية,2024-04-26,"685,000 جنيه"
تويوتا فورتشنر 2022,فورتشنر,بترولي,1 كم,الجيزة,2024-05-09,"3,500,000 جنيه"
تويوتا رش 2022,رش,أسود,"23,000 كم",القاهرة,2024-03-11,"1,325,000 جنيه"
تويوتا ياريس 2007,ياريس,فضي,"330,000 كم",منوف,2024-05-09,"450,000 جنيه"
تويوتا كورولا 2019,كورولا,رمادي,"140,000 كم",الهرم,2024-05-09,"870,000 جنيه"
تويوتا ياريس 2007,ياريس,احمر,"89,000 كم",الإسكندرية,2024-05-09,"420,000 جنيه"
تويوتا رش 2021,رش,فضي,"70,000 كم",القاهرة,2024-05-09,"1,150,000 جنيه"
تويوتا كورولا 2015,كورولا,فضي,"160,000 كم",فاقوس,2024-05-09,"780,000 جنيه"
تويوتا فورتشنر 2023,فورتشنر,فضي,"20,000 كم",مدينة الشيخ زايد,2024-05-09,"3,400,000 جنيه"
تويوتا كورولا 2019,كورولا,أسود,"69,000 كم",السنبلاوين,2024-05-09,"970,000 جنيه"
تويوتا فورتشنر 2013,فورتشنر,احمر,"143,000 كم",إمبابة,2024-05-08,"1,600,000 جنيه"
تويوتا كورولا 2013,كورولا,سماوى,"222,000 كم",كفر الشيخ,2024-05-08,"670,000 جنيه"
تويوتا كورولا 2007,كورولا,فضي,- كم,الشرقية,2024-05-08,"650,000 جنيه"
تويوتا كورولا 2019,كورولا,أبيض,"125,000 كم",القاهرة,2024-05-08,"1,000,000 جنيه"
تويوتا كورولا 2008,كورولا,أسود,"175,000 كم",6 أكتوبر,2024-05-08,"620,000 جنيه"
تويوتا كورولا 2015,كورولا,أسود,"89,000 كم",القاهرة,2024-05-08,"950,000 جنيه"
تويوتا كورولا 2019,كورولا,احمر,"114,000 كم",التجمع - القاهرة الجديدة,2024-05-08,"820,000 جنيه"
تويوتا رش 2021,رش,أسود,"46,000 كم",القاهرة,2024-05-08,"1,170,000 جنيه"
تويوتا ايكو 2000,ايكو,أسود,"330,000 كم",القاهرة,2024-05-08,"285,000 جنيه"
تويوتا كورولا 2015,كورولا,احمر,"116,000 كم",الإسكندرية,2024-03-19,"800,000 جنيه"
تويوتا فورتشنر 2017,فورتشنر,ذهبي,"235,000 كم",التجمع - القاهرة الجديدة,2024-05-08,"1,950,000 جنيه"
تويوتا كورولا 2006,كورولا,سماوى,"280,000 كم",الهرم,2024-05-08,"580,000 جنيه"
تويوتا كورولا 2011,كورولا,أبيض,"100,000 كم",المحلة,2024-05-08,"615,000 جنيه"
تويوتا كورولا 2021,كورولا,فضي,"98,000 كم",شبين الكوم,2024-05-08,"975,000 جنيه"
تويوتا كورولا 2003,كورولا,فضي,"280,000 كم",الغربية,2024-05-08,"410,000 جنيه"
تويوتا كورولا 2019,كورولا,أبيض,"117,500 كم",الهرم,2024-05-08,"880,000 جنيه"
تويوتا رش 2022,رش,أبيض,"26,000 كم",طنطا,2024-05-08,"620,000 جنيه"
تويوتا كورولا 2001,كورولا,احمر,"288,000 كم",الجيزة,2024-05-08,"400,000 جنيه"
تويوتا كورولا 2022,كورولا,أسود,"8,540 كم",المعادى,2024-05-08,"1,150,000 جنيه"
تويوتا ياريس 2008,ياريس,أسود,"240,000 كم",الإسكندرية,2024-05-08,"410,000 جنيه"
تويوتا كورولا 2008,كورولا,فضي,"117,000 كم",الإسكندرية,2024-05-08,"495,000 جنيه"
تويوتا كورولا 2021,كورولا,أبيض,"61,000 كم",الجيزة,2024-05-08,"1,100,000 جنيه"
تويوتا كورولا 2022,كورولا,بترولي,"60,000 كم",التجمع - القاهرة الجديدة,2024-02-24,"1,100,000 جنيه"
تويوتا كورولا 2005,كورولا,سماوى,"150,000 كم",إدكو,2024-05-08,"480,000 جنيه"
تويوتا كورولا 2008,كورولا,أسود,"315,000 كم",الجيزة,2024-05-08,"435,000 جنيه"
تويوتا كورولا 2008,كورولا,رمادي,"125,000 كم",فاقوس,2024-05-08,"415,000 جنيه"
تويوتا كورولا 2015,كورولا,فضي,"130,000 كم",المهندسين,2024-05-07,"730,000 جنيه"
تويوتا كورولا 2018,كورولا,أسود,"113,000 كم",المعادى,2024-05-07,"780,000 جنيه"
تويوتا C-HR 2017,C-HR,رمادي,"190,000 كم",السويس‎,2024-05-07,"900,000 جنيه"
تويوتا كورولا 2015,كورولا,رمادي,"150,000 كم",الجيزة,2024-05-07,"830,000 جنيه"
تويوتا كورولا 2022,كورولا,فضي,"13,000 كم",الإسكندرية,2024-05-07,"1,300,000 جنيه"
تويوتا كورولا 2016,كورولا,سماوى,"126,000 كم",العاشر من رمضان,2024-05-07,"790,000 جنيه"
تويوتا برادو 2007,برادو,أسود,"300,000 كم",كفر الشيخ,2024-05-07,"890,000 جنيه"
تويوتا سيينا 2008,سيينا,أبيض,"95,000 كم",القاهرة,2024-05-07,"1,600,000 جنيه"
تويوتا افانزا 2007,افانزا,فضي,"309,000 كم",كفر الشيخ,2024-05-07,"320,000 جنيه"
تويوتا كورولا 2010,كورولا,فضي,"230,000 كم",المنوفية,2024-05-07,"580,000 جنيه"
تويوتا ياريس 2007,ياريس,أسود,"186,000 كم",ميت غمر,2024-05-07,"450,000 جنيه"
تويوتا ياريس 2008,ياريس,أسود,"280,000 كم",القاهرة,2024-05-07,"420,000 جنيه"
تويوتا كورولا 2003,كورولا,ذهبي,"158,000 كم",القاهرة,2024-05-07,"340,000 جنيه"
تويوتا رش 2020,رش,احمر,"125,000 كم",6 أكتوبر,2024-05-07,"980,000 جنيه"
تويوتا كورولا 2004,كورولا,فضي,"95,000 كم",6 أكتوبر,2024-05-07,"600,000 جنيه"
تويوتا ياريس 2009,ياريس,رمادي,"130,000 كم",مدينة نصر,2024-05-07,"450,000 جنيه"
تويوتا فورتشنر 2022,فورتشنر,أسود,"72,000 كم",التجمع - القاهرة الجديدة,2024-05-07,"3,350,000 جنيه"
تويوتا كورولا 2015,كورولا,أبيض,"82,000 كم",الإسماعيلية,2024-05-07,"850,000 جنيه"
تويوتا كورولا 2021,كورولا,أبيض,"115,000 كم",التجمع - القاهرة الجديدة,2024-05-07,"1,300,000 جنيه"
تويوتا كورولا 2009,كورولا,فضي,"125,000 كم",طنطا,2024-05-07,"480,000 جنيه"
تويوتا مكروباص 2011,مكروباص,أبيض,"200,000 كم",المقطم,2024-05-07,"280,000 جنيه"
تويوتا هايلكس 2008,هايلكس,أبيض,"290,000 كم",الزقازيق,2024-05-06,"650,000 جنيه"
تويوتا ياريس 2007,ياريس,بترولي,"300,000 كم",بورسعيد,2024-05-06,"275,000 جنيه"
تويوتا كورولا 2014,كورولا,أبيض,"144,000 كم",الإسماعيلية,2024-05-06,"720,000 جنيه"
تويوتا كورولا 2006,كورولا,ذهبي,"248,000 كم",العاشر من رمضان,2024-05-06,"610,000 جنيه"
تويوتا كورولا 2022,كورولا,أبيض,"74,000 كم",الشروق,2024-05-06,"1,200,000 جنيه"
تويوتا كورولا 2017,كورولا,برونزي,"156,000 كم",التجمع - القاهرة الجديدة,2024-05-06,"920,000 جنيه"
تويوتا كورولا 2022,كورولا,الأزرق الداكن,"26,000 كم",الإسكندرية,2024-05-04,"1,250,000 جنيه"
تويوتا كورولا 2024,كورولا,فيراني,0 كم,6 أكتوبر,2024-05-06,"1,500,000 جنيه"
تويوتا ياريس 2007,ياريس,بترولي,"353,000 كم",المعادى,2024-05-06,"440,000 جنيه"
تويوتا كورولا 2011,كورولا,أبيض,"253,000 كم",العجمى,2024-05-06,"640,000 جنيه"
تويوتا كورولا 2017,كورولا,أسود,"50,000 كم",العلمين,2024-05-06,"800,000 جنيه"
تويوتا كورونا 1984,كورونا,أبيض,"55,555 كم",الشرقية,2024-05-06,"85,000 جنيه"
تويوتا كورولا 2014,كورولا,أبيض,"50,000 كم",التجمع - القاهرة الجديدة,2024-05-06,"850,000 جنيه"
تويوتا ديانا 1999,ديانا,فضي,"250,000 كم",البحيرة,2024-05-06,"200,000 جنيه"
تويوتا كورولا 2022,كورولا,أبيض,"11,000 كم",شيراتون,2024-05-06,"1,650,000 جنيه"
تويوتا كورولا 2020,كورولا,فضي,"40,000 كم",مدينتى,2024-05-06,"1,090,000 جنيه"
تويوتا كورولا 2021,كورولا,رمادي,"110,000 كم",المحلة,2024-05-06,"1,015,000 جنيه"
تويوتا برادو 2006,برادو,رمادي,- كم,الشرقية,2024-05-05,"1,000,000 جنيه"
تويوتا رش 2022,رش,أبيض,"50,000 كم",المعادى,2024-05-05,"1,100,000 جنيه"
تويوتا ياريس 2015,ياريس,رمادي,"118,000 كم",مدينتى,2024-05-05,"650,000 جنيه"
تويوتا ايكو 2000,ايكو,احمر,"400,000 كم",التجمع - القاهرة الجديدة,2024-05-05,"260,000 جنيه"
تويوتا كورولا 2021,كورولا,أبيض,"3,500 كم",القاهرة,2024-05-05,"1,450,000 جنيه"
تويوتا كورولا 2016,كورولا,فيراني,"120,000 كم",المنيا‎,2024-05-05,"820,000 جنيه"
تويوتا كورولا 2013,كورولا,أسود,"360,412 كم",العاشر من رمضان,2024-05-05,"700,000 جنيه"
تويوتا كورولا 1994,كورولا,اخضر غامق,"390,000 كم",المحلة,2024-05-05,"210,000 جنيه"
تويوتا كورولا 2024,كورولا,فضي,"6,000 كم",كفر الشيخ,2024-05-05,"1,215,000 جنيه"
تويوتا كورولا 2015,كورولا,أبيض,"228,000 كم",العبور,2024-05-05,"699,000 جنيه"
تويوتا كورولا 2010,كورولا,أسود,"150,000 كم",بني سويف‎,2024-05-05,"625,000 جنيه"
تويوتا كورولا 2007,كورولا,فضي,"220,000 كم",الإسماعيلية,2024-05-05,"620,000 جنيه"
تويوتا ايكو 2000,ايكو,فضي,"152,000 كم",التجمع - القاهرة الجديدة,2024-05-05,"270,000 جنيه"
